,store_ID,day_of_week,nb_customers_on_day,open,promotion,school_holiday,year,month,day,is_weekend,state_holiday_a,state_holiday_b,state_holiday_c,predicted_sales
64,888,1,634,1,0,0,2015,6,23,0,0.0,0.0,0.0,5533.7646
65,442,1,517,1,1,0,2014,11,4,0,0.0,0.0,0.0,5735.584
66,34,5,905,1,0,0,2013,3,9,1,0.0,0.0,0.0,8048.9043
67,199,3,581,1,0,0,2014,7,10,0,0.0,0.0,0.0,5672.236
68,854,3,657,1,1,0,2015,6,4,0,1.0,0.0,0.0,6710.848
69,611,1,485,1,1,0,2014,1,21,0,0.0,0.0,0.0,6307.8
70,808,3,528,1,0,1,2015,4,9,0,0.0,0.0,0.0,6217.0576
71,1105,3,410,1,0,0,2015,1,22,0,0.0,0.0,0.0,4183.796
72,866,4,445,1,0,0,2015,4,24,0,0.0,0.0,0.0,5168.259
73,222,5,367,1,0,0,2013,9,28,1,0.0,0.0,0.0,3011.6833
74,476,1,753,1,1,0,2013,9,24,0,0.0,0.0,0.0,6913.178
75,800,0,494,1,0,0,2014,5,26,0,0.0,0.0,0.0,5050.9033
76,330,0,408,1,0,0,2014,3,24,0,0.0,0.0,0.0,3536.2593
77,507,2,648,1,1,0,2015,1,7,0,0.0,0.0,0.0,7374.0967
78,98,6,0,0,0,0,2013,6,2,1,0.0,0.0,0.0,35.39752
79,1026,1,1044,1,0,0,2014,1,28,0,0.0,0.0,0.0,6841.143
80,990,4,719,1,0,0,2013,10,4,0,0.0,0.0,0.0,5677.562
81,8,5,345,1,0,0,2015,1,10,1,0.0,0.0,0.0,3090.5967
82,611,2,566,1,1,1,2013,7,31,0,0.0,0.0,0.0,6291.1533
83,257,1,777,1,1,0,2013,8,13,0,0.0,0.0,0.0,7324.094
84,840,3,1189,1,1,0,2015,4,16,0,0.0,0.0,0.0,14299.276
85,848,4,998,1,1,1,2015,7,31,0,0.0,0.0,0.0,10318.211
86,124,5,297,1,0,0,2014,7,12,1,0.0,0.0,0.0,2459.1284
87,1028,1,438,1,0,1,2013,12,31,0,0.0,0.0,0.0,3650.6816
88,95,1,1099,1,1,0,2013,9,24,0,0.0,0.0,0.0,9769.75
89,208,0,323,1,0,0,2013,10,28,0,0.0,0.0,0.0,2710.3652
90,249,1,449,1,0,0,2014,7,8,0,0.0,0.0,0.0,4502.6797
91,887,2,614,1,1,0,2013,3,20,0,0.0,0.0,0.0,6160.5684
92,73,0,601,1,1,1,2014,4,28,0,0.0,0.0,0.0,6598.082
93,13,3,501,1,1,1,2015,4,2,0,0.0,0.0,0.0,5860.623
94,1049,1,580,1,0,1,2013,9,3,0,0.0,0.0,0.0,4529.0405
95,144,3,769,1,1,0,2015,2,5,0,0.0,0.0,0.0,7873.6943
96,847,2,1018,1,1,1,2013,8,14,0,0.0,0.0,0.0,8905.133
97,796,2,717,1,0,0,2013,5,8,0,0.0,0.0,0.0,6278.9414
98,396,3,1139,1,0,0,2015,6,11,0,0.0,0.0,0.0,9792.056
99,1080,6,0,0,0,0,2013,9,15,1,0.0,0.0,0.0,123.84784
100,675,4,338,1,0,0,2014,9,26,0,0.0,0.0,0.0,3184.1567
101,1099,0,1236,1,1,0,2014,12,1,0,0.0,0.0,0.0,11590.294
102,791,0,858,1,0,0,2015,5,11,0,0.0,0.0,0.0,7470.2217
103,1014,1,1476,1,0,0,2015,3,24,0,0.0,0.0,0.0,12472.152
104,487,1,737,1,1,0,2014,11,4,0,0.0,0.0,0.0,7470.1514
105,427,2,701,1,0,1,2013,2,13,0,0.0,0.0,0.0,6131.794
106,254,4,282,1,1,0,2014,11,14,0,0.0,0.0,0.0,2982.1746
107,43,4,710,1,0,0,2014,1,31,0,0.0,0.0,0.0,6513.2505
108,1074,1,421,1,0,0,2015,6,9,0,0.0,0.0,0.0,4274.502
109,549,5,380,1,0,0,2013,6,29,1,0.0,0.0,0.0,3625.444
110,1095,1,720,1,1,0,2013,1,8,0,0.0,0.0,0.0,6072.1484
111,295,0,612,1,0,1,2013,10,28,0,0.0,0.0,0.0,4830.6616
112,319,0,863,1,0,1,2013,10,14,0,0.0,0.0,0.0,7098.754
113,1002,3,642,1,0,0,2014,4,10,0,0.0,0.0,0.0,5512.0947
114,448,5,544,1,0,0,2014,12,6,1,0.0,0.0,0.0,5979.3613
115,527,1,1046,1,0,1,2013,9,3,0,0.0,0.0,0.0,8958.447
116,255,4,652,1,1,0,2013,4,12,0,0.0,0.0,0.0,6052.208
117,581,4,651,1,1,0,2014,7,4,0,0.0,0.0,0.0,5835.283
118,185,5,550,1,0,0,2013,1,5,1,0.0,0.0,0.0,5349.5127
119,244,5,538,1,0,0,2014,11,22,1,0.0,0.0,0.0,5248.1587
120,1082,5,877,1,0,0,2013,1,5,1,0.0,0.0,0.0,8113.8633
121,216,4,837,1,1,0,2015,3,20,0,0.0,0.0,0.0,6828.44
122,350,3,508,1,1,0,2015,3,5,0,0.0,0.0,0.0,6461.312
123,748,0,822,1,1,0,2014,3,31,0,0.0,0.0,0.0,9661.198
124,718,0,962,1,0,0,2014,12,8,0,0.0,0.0,0.0,8782.129
125,739,4,789,1,1,0,2014,2,21,0,0.0,0.0,0.0,8775.697
126,614,6,0,0,0,0,2014,12,21,1,0.0,0.0,0.0,119.47667
127,673,1,615,1,1,0,2014,2,18,0,0.0,0.0,0.0,6856.868
128,83,0,367,1,0,0,2013,6,10,0,0.0,0.0,0.0,3966.0437
129,976,2,598,1,0,0,2013,9,18,0,0.0,0.0,0.0,4500.8887
130,637,5,518,1,0,0,2013,4,6,1,0.0,0.0,0.0,5220.2324
131,122,1,714,1,1,0,2014,1,7,0,0.0,0.0,0.0,7788.303
132,898,0,1013,1,1,0,2014,11,24,0,0.0,0.0,0.0,10146.433
133,1080,3,710,1,0,0,2014,6,26,0,0.0,0.0,0.0,6822.353
134,291,0,1290,1,1,0,2015,3,30,0,0.0,0.0,0.0,14028.699
135,24,3,711,1,0,1,2013,1,3,0,0.0,0.0,0.0,6967.854
136,1096,6,0,0,0,0,2013,8,18,1,0.0,0.0,0.0,-231.7981
137,637,4,860,1,0,0,2014,5,30,0,0.0,0.0,0.0,11503.319
138,1002,1,850,1,1,0,2015,6,2,0,0.0,0.0,0.0,7859.8203
139,666,0,497,1,0,0,2014,3,10,0,0.0,0.0,0.0,4206.529
140,1089,6,0,0,0,0,2013,11,24,1,0.0,0.0,0.0,74.97161
141,334,5,515,1,0,0,2013,8,31,1,0.0,0.0,0.0,4473.7334
142,300,5,951,1,0,1,2014,8,30,1,0.0,0.0,0.0,8114.082
143,207,0,1166,1,0,0,2014,9,22,0,0.0,0.0,0.0,8496.317
144,683,2,854,1,0,0,2015,5,27,0,0.0,0.0,0.0,6859.1265
145,1094,1,394,1,1,0,2013,5,14,0,0.0,0.0,0.0,5121.417
146,700,3,576,1,0,0,2015,7,9,0,0.0,0.0,0.0,4653.2476
147,959,1,744,1,0,0,2014,8,26,0,0.0,0.0,0.0,5758.9854
148,766,6,0,0,0,0,2014,6,22,1,0.0,0.0,0.0,56.503353
149,1011,5,977,1,0,0,2013,6,8,1,0.0,0.0,0.0,8283.767
150,570,4,676,1,0,0,2013,12,13,0,0.0,0.0,0.0,5087.4585
151,685,1,689,1,1,0,2013,9,10,0,0.0,0.0,0.0,7847.995
152,158,2,681,1,1,1,2014,4,16,0,0.0,0.0,0.0,8491.254
153,66,4,522,1,0,1,2015,5,29,0,0.0,0.0,0.0,6105.9346
154,76,1,1080,1,1,0,2013,7,30,0,0.0,0.0,0.0,11785.935
155,572,2,458,1,0,0,2013,10,16,0,0.0,0.0,0.0,4865.495
156,184,5,510,1,0,0,2014,10,11,1,0.0,0.0,0.0,4977.5444
157,1034,4,775,1,1,0,2013,12,6,0,0.0,0.0,0.0,6994.5195
158,559,6,0,0,0,0,2013,8,11,1,0.0,0.0,0.0,-76.90617
159,862,1,1561,1,0,1,2014,12,23,0,0.0,0.0,0.0,15433.407
160,171,1,962,1,1,0,2014,11,11,0,0.0,0.0,0.0,9098.74
161,33,6,0,0,0,0,2014,12,7,1,0.0,0.0,0.0,-70.4366
162,936,3,963,1,1,0,2014,11,27,0,0.0,0.0,0.0,8843.163
163,948,1,1682,1,1,0,2014,2,18,0,0.0,0.0,0.0,6889.4746
164,371,5,551,1,0,0,2013,5,4,1,0.0,0.0,0.0,6150.39
165,242,0,378,1,1,0,2014,5,5,0,0.0,0.0,0.0,4858.5376
166,133,4,622,1,0,0,2014,1,17,0,0.0,0.0,0.0,5546.1343
167,1031,0,681,1,1,0,2014,12,15,0,0.0,0.0,0.0,9111.272
168,850,3,710,1,1,0,2013,2,7,0,0.0,0.0,0.0,6505.717
169,860,4,833,1,1,0,2015,6,5,0,0.0,0.0,0.0,7490.8916
170,836,5,301,1,0,0,2013,7,6,1,0.0,0.0,0.0,2501.3987
171,965,5,908,1,0,0,2013,11,30,1,0.0,0.0,0.0,8565.707
172,1096,0,763,1,1,0,2015,1,26,0,0.0,0.0,0.0,8032.1064
173,504,2,836,1,1,1,2014,9,3,0,0.0,0.0,0.0,7521.018
174,230,0,1327,1,0,1,2013,12,30,0,0.0,0.0,0.0,12172.03
175,826,0,1170,1,1,0,2013,12,2,0,0.0,0.0,0.0,12388.926
176,975,1,767,1,1,1,2013,7,30,0,0.0,0.0,0.0,8359.949
177,602,1,547,1,0,1,2014,10,28,0,0.0,0.0,0.0,5572.737
178,953,4,553,1,1,0,2014,9,19,0,0.0,0.0,0.0,5765.4824
179,187,5,491,1,0,0,2013,11,2,1,0.0,0.0,0.0,5164.2305
180,792,4,599,1,0,0,2013,10,18,0,0.0,0.0,0.0,5098.2686
181,1035,3,744,1,1,0,2014,11,27,0,0.0,0.0,0.0,7662.6147
182,523,2,1515,1,1,1,2015,7,29,0,0.0,0.0,0.0,12680.282
183,723,3,461,1,0,1,2013,4,4,0,0.0,0.0,0.0,4683.753
184,1025,6,0,0,0,0,2013,5,26,1,0.0,0.0,0.0,-28.292831
185,18,6,0,0,0,0,2015,1,4,1,0.0,0.0,0.0,-59.36543
186,997,2,378,1,1,1,2014,9,3,0,0.0,0.0,0.0,4733.49
187,400,5,805,1,0,0,2013,10,5,1,0.0,0.0,0.0,6937.6084
188,1047,1,491,1,0,0,2013,7,9,0,0.0,0.0,0.0,4976.5044
189,819,0,472,1,0,0,2013,9,2,0,0.0,0.0,0.0,4674.8687
190,668,0,1562,1,1,0,2014,6,2,0,0.0,0.0,0.0,13915.205
191,585,3,666,1,0,0,2015,1,22,0,0.0,0.0,0.0,6077.095
192,99,0,404,1,0,0,2014,3,10,0,0.0,0.0,0.0,4152.369
193,965,5,847,1,0,0,2014,11,22,1,0.0,0.0,0.0,7277.1475
194,590,3,376,1,1,0,2013,2,21,0,0.0,0.0,0.0,4361.6694
195,709,1,1682,1,1,0,2015,6,2,0,0.0,0.0,0.0,13340.9795
196,58,6,0,0,0,0,2013,10,20,1,0.0,0.0,0.0,-57.770985
197,409,6,0,0,0,0,2014,2,9,1,0.0,0.0,0.0,114.8082
198,850,5,826,1,0,0,2015,4,4,1,0.0,0.0,0.0,8147.791
199,1058,2,737,1,1,0,2013,3,6,0,0.0,0.0,0.0,7443.0083
200,1067,6,0,0,0,0,2014,4,13,1,0.0,0.0,0.0,50.571552
201,777,0,0,0,0,1,2014,4,21,0,0.0,1.0,0.0,-51.771057
202,155,2,632,1,1,0,2014,5,21,0,0.0,0.0,0.0,7419.8286
203,598,0,871,1,1,0,2015,6,29,0,0.0,0.0,0.0,10022.527
204,493,1,902,1,1,0,2014,7,1,0,0.0,0.0,0.0,8867.844
205,628,6,0,0,0,1,2014,8,3,1,0.0,0.0,0.0,-30.803097
206,524,0,1193,1,0,1,2013,12,30,0,0.0,0.0,0.0,11367.018
207,966,3,585,1,0,1,2013,4,4,0,0.0,0.0,0.0,4541.037
208,1022,4,791,1,0,1,2013,12,27,0,0.0,0.0,0.0,7505.4316
209,380,2,1720,1,1,0,2014,3,5,0,0.0,0.0,0.0,18455.953
210,132,2,579,1,1,0,2015,1,14,0,0.0,0.0,0.0,5997.5356
211,400,4,999,1,0,0,2015,6,26,0,0.0,0.0,0.0,7731.3496
212,988,3,790,1,1,0,2013,8,29,0,0.0,0.0,0.0,6610.409
213,906,1,1476,1,1,0,2013,3,19,0,0.0,0.0,0.0,13550.727
214,1028,1,689,1,1,0,2013,11,5,0,0.0,0.0,0.0,6655.7954
215,1100,5,484,1,0,0,2013,3,23,1,0.0,0.0,0.0,3664.136
216,759,0,607,1,0,0,2013,1,14,0,0.0,0.0,0.0,4407.6836
217,223,0,716,1,0,0,2014,10,27,0,0.0,0.0,0.0,5338.7295
218,936,6,0,0,0,0,2015,3,15,1,0.0,0.0,0.0,-94.05092
219,780,5,341,1,0,0,2015,7,11,1,0.0,0.0,0.0,3116.2517
220,259,4,2677,1,1,0,2014,11,28,0,0.0,0.0,0.0,18163.984
221,131,5,582,1,0,0,2013,11,9,1,0.0,0.0,0.0,5546.462
222,251,2,2241,1,1,0,2015,1,28,0,0.0,0.0,0.0,19699.018
223,1079,5,517,1,0,0,2015,1,17,1,0.0,0.0,0.0,5350.918
224,1003,2,1029,1,1,0,2014,3,5,0,0.0,0.0,0.0,8135.8716
225,980,3,450,1,0,0,2013,9,5,0,0.0,0.0,0.0,4960.826
226,654,1,766,1,1,0,2015,1,27,0,0.0,0.0,0.0,7689.9497
227,966,3,517,1,0,1,2013,7,25,0,0.0,0.0,0.0,4173.856
228,1020,0,929,1,0,0,2014,9,22,0,0.0,0.0,0.0,7068.4556
229,969,2,610,1,1,0,2014,3,19,0,0.0,0.0,0.0,4438.7466
230,1038,1,490,1,0,1,2015,4,7,0,0.0,0.0,0.0,4792.677
231,516,2,453,1,0,1,2014,7,9,0,0.0,0.0,0.0,4281.2266
232,733,0,3171,1,0,0,2013,1,14,0,0.0,0.0,0.0,13891.861
233,595,5,1881,1,0,0,2014,5,31,1,0.0,0.0,0.0,16009.386
234,260,2,962,1,1,1,2014,7,16,0,0.0,0.0,0.0,8829.777
235,768,5,1251,1,0,0,2013,2,2,1,0.0,0.0,0.0,10596.768
236,940,0,627,1,0,0,2013,1,14,0,0.0,0.0,0.0,6163.399
237,364,3,563,1,0,0,2013,6,27,0,0.0,0.0,0.0,4373.8887
238,506,2,763,1,0,1,2015,7,22,0,0.0,0.0,0.0,6800.728
239,671,2,507,1,1,1,2013,5,29,0,0.0,0.0,0.0,5928.4805
240,300,5,862,1,0,0,2015,1,24,1,0.0,0.0,0.0,7051.3
241,84,1,1563,1,1,0,2014,6,17,0,0.0,0.0,0.0,15311.379
242,219,3,455,1,1,0,2015,5,7,0,0.0,0.0,0.0,4512.012
243,934,4,764,1,1,0,2013,3,22,0,0.0,0.0,0.0,7200.282
244,125,2,1906,1,1,1,2015,4,1,0,0.0,0.0,0.0,16766.008
245,176,2,757,1,1,0,2013,12,4,0,0.0,0.0,0.0,7968.457
246,223,1,675,1,0,0,2013,11,26,0,0.0,0.0,0.0,5381.8726
247,326,0,429,1,1,0,2014,7,14,0,0.0,0.0,0.0,5075.68
248,339,1,745,1,1,0,2013,8,27,0,0.0,0.0,0.0,7383.2407
249,872,2,659,1,0,1,2015,4,8,0,0.0,0.0,0.0,6065.515
250,579,6,0,0,0,0,2014,11,23,1,0.0,0.0,0.0,-58.232166
251,974,4,1599,1,0,0,2014,2,28,0,0.0,0.0,0.0,11101.874
252,979,6,0,0,0,0,2015,4,12,1,0.0,0.0,0.0,111.57419
253,880,2,806,1,1,0,2014,6,4,0,0.0,0.0,0.0,7241.1997
254,910,6,0,0,0,0,2013,3,31,1,0.0,0.0,0.0,-58.22299
255,1084,5,614,1,0,0,2015,7,4,1,0.0,0.0,0.0,5933.3086
256,92,4,453,1,0,0,2015,6,12,0,0.0,0.0,0.0,4698.8755
257,14,5,402,1,0,0,2015,6,20,1,0.0,0.0,0.0,3335.9314
258,587,0,960,1,0,1,2013,12,30,0,0.0,0.0,0.0,7660.619
259,230,3,856,1,1,0,2013,10,24,0,0.0,0.0,0.0,8022.642
260,689,5,589,1,0,0,2014,3,15,1,0.0,0.0,0.0,5585.328
261,599,0,1096,1,1,0,2013,5,13,0,0.0,0.0,0.0,10992.391
262,596,6,0,0,0,0,2013,12,22,1,0.0,0.0,0.0,-32.456997
263,576,0,749,1,0,0,2013,3,11,0,0.0,0.0,0.0,5837.5684
264,141,3,493,1,0,0,2014,6,26,0,0.0,0.0,0.0,4483.989
265,751,0,0,0,0,1,2014,4,21,0,0.0,1.0,0.0,-23.853054
266,877,4,925,1,0,0,2013,3,1,0,0.0,0.0,0.0,7755.556
267,375,1,948,1,1,0,2013,4,23,0,0.0,0.0,0.0,8048.3706
268,230,0,988,1,0,0,2014,12,8,0,0.0,0.0,0.0,9304.513
269,545,2,1087,1,1,0,2014,1,22,0,0.0,0.0,0.0,10940.879
270,1022,0,1093,1,1,0,2013,3,4,0,0.0,0.0,0.0,11816.41
271,597,2,756,1,1,1,2014,8,20,0,0.0,0.0,0.0,6712.7085
272,559,6,0,0,0,0,2014,6,8,1,0.0,0.0,0.0,-41.870403
273,1024,5,825,1,0,0,2015,7,18,1,0.0,0.0,0.0,6809.1836
274,36,1,1205,1,1,0,2015,3,17,0,0.0,0.0,0.0,10931.47
275,702,1,351,1,1,1,2013,5,28,0,0.0,0.0,0.0,4028.346
276,623,6,0,0,0,0,2013,2,10,1,0.0,0.0,0.0,34.16519
277,105,3,483,1,0,0,2013,10,17,0,0.0,0.0,0.0,4219.26
278,902,1,648,1,1,0,2013,11,19,0,0.0,0.0,0.0,6876.122
279,11,5,786,1,0,0,2015,4,11,1,0.0,0.0,0.0,6601.0024
280,1039,4,629,1,0,0,2013,6,28,0,0.0,0.0,0.0,5814.45
281,102,0,1174,1,1,0,2015,2,16,0,0.0,0.0,0.0,10268.028
282,543,4,175,1,0,1,2013,10,18,0,0.0,0.0,0.0,1584.7871
283,827,3,1910,1,0,1,2014,1,2,0,0.0,0.0,0.0,14363.381
284,110,2,647,1,1,0,2014,10,8,0,0.0,0.0,0.0,6246.518
285,945,0,698,1,1,1,2015,1,5,0,0.0,0.0,0.0,6505.5547
286,582,2,749,1,0,0,2014,3,12,0,0.0,0.0,0.0,5341.4062
287,554,3,428,1,0,0,2014,1,16,0,0.0,0.0,0.0,3666.3643
288,486,1,384,1,0,1,2014,7,8,0,0.0,0.0,0.0,3886.0452
289,637,5,520,1,0,0,2014,2,15,1,0.0,0.0,0.0,5336.9126
290,806,4,578,1,0,0,2014,1,31,0,0.0,0.0,0.0,7098.1694
291,887,5,462,1,0,0,2014,6,21,1,0.0,0.0,0.0,4500.577
292,374,5,668,1,0,0,2015,4,4,1,0.0,0.0,0.0,7582.7695
293,1025,4,804,1,0,1,2013,1,4,0,0.0,0.0,0.0,6084.6714
294,638,1,431,1,0,1,2013,8,6,0,0.0,0.0,0.0,4299.3506
295,123,5,490,1,0,0,2015,5,9,1,0.0,0.0,0.0,4933.552
296,905,3,1108,1,1,0,2015,2,19,0,0.0,0.0,0.0,8556.462
297,536,4,989,1,0,1,2013,4,5,0,0.0,0.0,0.0,8541.322
298,763,6,0,0,0,0,2015,2,1,1,0.0,0.0,0.0,50.74096
299,191,5,694,1,0,0,2013,8,10,1,0.0,0.0,0.0,6593.9067
300,957,3,948,1,1,0,2014,2,20,0,0.0,0.0,0.0,7640.372
301,268,3,618,1,1,0,2015,6,4,0,0.0,0.0,0.0,5735.805
302,654,5,266,1,0,0,2013,9,7,1,0.0,0.0,0.0,2231.5742
303,612,5,388,1,0,0,2013,9,7,1,0.0,0.0,0.0,4277.354
304,747,2,567,1,0,1,2014,8,27,0,0.0,0.0,0.0,5231.737
305,656,5,380,1,0,0,2013,5,18,1,0.0,0.0,0.0,3205.823
306,368,4,592,1,0,1,2013,4,5,0,0.0,0.0,0.0,6321.219
307,959,2,552,1,0,0,2013,9,18,0,0.0,0.0,0.0,4544.851
308,329,1,708,1,1,0,2015,2,3,0,0.0,0.0,0.0,7112.6533
309,97,2,535,1,0,1,2015,7,22,0,0.0,0.0,0.0,4988.7407
310,314,1,661,1,1,1,2013,8,13,0,0.0,0.0,0.0,6852.9473
311,463,6,0,0,0,0,2015,1,11,1,0.0,0.0,0.0,33.598267
312,258,0,0,0,0,0,2013,5,20,0,1.0,0.0,0.0,-42.861656
313,283,2,621,1,0,0,2013,11,13,0,0.0,0.0,0.0,5525.4937
314,556,0,754,1,0,0,2013,4,15,0,0.0,0.0,0.0,5160.4907
315,388,4,1211,1,1,0,2014,1,24,0,0.0,0.0,0.0,10892.632
316,67,2,837,1,1,1,2014,9,3,0,0.0,0.0,0.0,8326.653
317,725,4,677,1,1,0,2015,1,16,0,0.0,0.0,0.0,7124.257
318,219,3,416,1,1,0,2013,6,6,0,0.0,0.0,0.0,3600.8308
319,1077,1,479,1,0,0,2015,2,10,0,0.0,0.0,0.0,4176.828
320,322,3,589,1,0,0,2013,5,23,0,0.0,0.0,0.0,5294.2056
321,814,2,581,1,1,1,2013,2,20,0,0.0,0.0,0.0,6292.9717
322,134,6,0,0,0,0,2013,6,30,1,0.0,0.0,0.0,-14.47047
323,54,3,657,1,0,0,2013,7,11,0,0.0,0.0,0.0,6160.3013
324,662,4,854,1,1,0,2013,4,26,0,0.0,0.0,0.0,8622.693
325,126,6,0,0,0,0,2015,4,19,1,0.0,0.0,0.0,-28.566332
326,1001,5,471,1,0,0,2013,11,30,1,0.0,0.0,0.0,4954.722
327,657,3,598,1,0,0,2014,2,13,0,0.0,0.0,0.0,5018.0356
328,590,3,319,1,0,0,2013,3,14,0,0.0,0.0,0.0,3152.215
329,193,2,0,0,0,1,2013,12,25,0,0.0,0.0,1.0,89.6978
330,168,5,465,1,0,0,2013,9,21,1,0.0,0.0,0.0,4250.326
331,16,0,839,1,0,0,2013,7,22,0,0.0,0.0,0.0,6376.4526
332,244,0,738,1,1,0,2013,2,4,0,0.0,0.0,0.0,7679.3994
333,545,6,0,0,0,0,2015,2,8,1,0.0,0.0,0.0,201.00987
334,1032,5,492,1,0,0,2013,1,19,1,0.0,0.0,0.0,4498.6074
335,290,4,987,1,1,0,2013,5,31,0,0.0,0.0,0.0,10020.671
336,548,3,335,1,1,0,2013,1,24,0,0.0,0.0,0.0,4257.7427
337,733,0,3508,1,1,1,2014,8,4,0,0.0,0.0,0.0,16844.396
338,654,3,716,1,1,0,2013,6,6,0,0.0,0.0,0.0,6831.945
